Date,Time,Country,Competition,Season,HomeTeam,AwayTeam,Match_Status,URL,Is_Knockout,Went_To_ET,Match_Winner_Final,FT_HomeScore,FT_AwayScore,HT_HomeScore,HT_AwayScore,SH_HomeScore,SH_AwayScore,ET_HomeScore,ET_AwayScore,Penalties_HomeScore,Penalties_AwayScore,FT_HomeOdds,FT_DrawOdds,FT_AwayOdds,1H_HomeOdds,1H_DrawOdds,1H_AwayOdds,SH_HomeOdds,SH_DrawOdds,SH_AwayOdds,OU05_Over,OU05_Under,OU15_Over,OU15_Under,OU25_Over,OU25_Under,OU35_Over,OU35_Under,OU45_Over,OU45_Under,OU55_Over,OU55_Under,BTTS_Yes,BTTS_No,BTTS_1H_Yes,BTTS_1H_No,BTTS_2H_Yes,BTTS_2H_No,DNB_Home,DNB_Away,DC_FT_1X,DC_FT_12,DC_FT_X2,DC_1H_1X,DC_1H_12,DC_1H_X2,DC_2H_1X,DC_2H_12,DC_2H_X2
08 May 2022,00:00,England,Premier League,2021/2022,Crystal Palace,Watford,Finished,https://www.oddsportal.com/football/england/premier-league-2021-2022/crystal-palace-watford-AVg3f4nI/,No,No,Home,1.0,0.0,1.0,0.0,0.0,0.0,,,,,1.66,3.8,5.25,2.3,2.2,5.5,2.0,2.5,4.75,1.06,10.0,1.33,3.4,2.1,1.8,3.75,1.28,7.0,1.1,15.0,1.03,1.95,1.8,5.5,1.14,3.75,1.25,1.25,3.75,1.16,1.25,2.1,1.12,1.61,1.57,1.11,1.41,1.64
03 May 2022,05:00,England,Premier League,2021/2022,Manchester Utd,Brentford,Finished,https://www.oddsportal.com/football/england/premier-league-2021-2022/brentford-manchester-united-SnxDqmYa/,No,No,Home,3.0,0.0,1.0,0.0,2.0,0.0,,,,,1.72,3.8,4.5,2.3,2.37,4.5,2.05,2.62,4.0,1.04,13.0,1.22,4.33,1.72,2.1,2.75,1.44,5.0,1.16,10.0,1.06,1.66,2.1,4.33,1.2,3.0,1.36,1.33,3.25,1.18,1.25,2.0,1.16,1.53,1.57,1.15,1.36,1.68
02 May 2022,01:30,England,Premier League,2021/2022,West Ham,Arsenal,Finished,https://www.oddsportal.com/football/england/premier-league-2021-2022/arsenal-west-ham-WGCC4lAP/,No,No,Away,1.0,2.0,1.0,1.0,0.0,1.0,,,,,4.2,4.0,1.8,4.5,2.3,2.37,4.0,2.62,2.05,1.04,13.0,1.25,4.0,1.8,2.0,3.0,1.4,5.5,1.14,11.0,1.05,1.7,2.05,4.33,1.2,3.25,1.33,3.25,1.33,1.9,1.22,1.22,1.53,1.57,1.16,1.63,1.36,1.13
01 May 2022,23:00,England,Premier League,2021/2022,Everton,Chelsea,Finished,https://www.oddsportal.com/football/england/premier-league-2021-2022/chelsea-everton-fZw5o93m/,No,No,Home,1.0,0.0,0.0,0.0,1.0,0.0,,,,,5.0,3.75,1.7,5.0,2.2,2.3,4.5,2.5,2.0,1.06,10.0,1.3,3.5,2.04,1.86,3.5,1.3,6.5,1.11,15.0,1.03,1.95,1.8,5.0,1.16,3.5,1.28,3.5,1.28,2.1,1.25,1.16,1.57,1.61,1.14,1.65,1.38,1.09
01 May 2022,23:00,England,Premier League,2021/2022,Tottenham,Leicester,Finished,https://www.oddsportal.com/football/england/premier-league-2021-2022/leicester-tottenham-IyVPtoII/,No,No,Home,3.0,1.0,1.0,0.0,2.0,1.0,,,,,1.33,5.25,9.0,1.8,2.6,7.0,1.61,3.0,6.5,1.03,15.0,1.2,4.5,1.57,2.37,2.5,1.53,4.33,1.22,8.0,1.08,1.9,1.9,4.5,1.18,3.5,1.28,1.11,6.5,1.07,1.16,3.25,1.08,1.5,1.9,1.1,1.37,2.23
01 May 2022,02:30,England,Premier League,2021/2022,Leeds,Manchester City,Finished,https://www.oddsportal.com/football/england/premier-league-2021-2022/leeds-manchester-city-ldw9pTIg/,No,No,Away,0.0,4.0,0.0,1.0,0.0,3.0,,,,,8.5,5.75,1.33,7.5,2.62,1.72,7.0,3.1,1.57,1.02,17.0,1.16,5.0,1.53,2.5,2.3,1.61,4.0,1.25,8.0,1.08,1.9,1.9,4.5,1.18,3.4,1.3,6.5,1.11,3.25,1.14,1.08,2.0,1.44,1.07,2.33,1.29,1.06
01 May 2022,00:00,England,Premier League,2021/2022,Aston Villa,Norwich,Finished,https://www.oddsportal.com/football/england/premier-league-2021-2022/aston-villa-norwich-tWZ0nkls/,No,No,Home,2.0,0.0,1.0,0.0,1.0,0.0,,,,,1.4,4.75,8.5,1.9,2.5,6.5,1.66,2.87,6.0,1.04,13.0,1.2,4.5,1.66,2.2,2.62,1.5,4.5,1.2,9.0,1.07,1.9,1.9,4.5,1.18,3.4,1.3,1.12,6.0,1.08,1.18,2.75,1.1,1.5,1.8,1.1,1.36,1.99
01 May 2022,00:00,England,Premier League,2021/2022,Wolves,Brighton,Finished,https://www.oddsportal.com/football/england/premier-league-2021-2022/brighton-wolves-YPbv08It/,No,No,Away,0.0,3.0,0.0,1.0,0.0,2.0,,,,,2.7,3.0,3.0,3.6,1.83,3.75,3.0,2.1,3.2,1.12,6.0,1.57,2.37,2.75,1.44,5.5,1.14,13.0,1.04,26.0,1.01,2.2,1.61,7.0,1.1,4.5,1.18,1.8,1.9,1.36,1.36,1.44,1.25,1.83,1.28,1.27,1.53,1.29
01 May 2022,00:00,England,Premier League,2021/2022,Watford,Burnley,Finished,https://www.oddsportal.com/football/england/premier-league-2021-2022/burnley-watford-UBYTu5XO/,No,No,Away,1.0,2.0,1.0,0.0,0.0,2.0,,,,,2.6,3.2,2.87,3.25,2.05,3.5,2.87,2.3,3.0,1.08,8.0,1.4,3.0,2.2,1.66,4.0,1.25,8.0,1.08,19.0,1.02,1.9,1.9,5.5,1.14,3.5,1.28,1.8,1.9,1.4,1.36,1.5,1.28,1.72,1.33,1.3,1.47,1.33
01 May 2022,00:00,England,Premier League,2021/2022,Southampton,Crystal Palace,Finished,https://www.oddsportal.com/football/england/premier-league-2021-2022/crystal-palace-southampton-OEVLsR2C/,No,No,Away,1.0,2.0,1.0,0.0,0.0,2.0,,,,,2.45,3.1,3.0,3.2,2.05,3.6,2.75,2.3,3.1,1.08,8.0,1.4,3.0,2.2,1.66,4.0,1.25,8.0,1.08,19.0,1.02,1.9,1.9,5.5,1.14,3.5,1.28,1.66,2.1,1.36,1.36,1.53,1.28,1.72,1.36,1.28,1.46,1.34
30 Apr 2022,21:30,England,Premier League,2021/2022,Newcastle,Liverpool,Finished,https://www.oddsportal.com/football/england/premier-league-2021-2022/liverpool-newcastle-utd-pOWHr7m6/,No,No,Away,0.0,1.0,0.0,1.0,0.0,0.0,,,,,6.0,4.33,1.53,6.0,2.3,2.05,5.5,2.62,1.8,1.05,11.0,1.25,4.0,1.85,2.05,3.2,1.36,5.5,1.14,11.0,1.05,1.95,1.8,5.0,1.16,3.75,1.25,4.5,1.18,2.37,1.2,1.12,1.72,1.57,1.11,1.78,1.36,1.07
29 Apr 2022,04:45,England,Premier League,2021/2022,Manchester Utd,Chelsea,Finished,https://www.oddsportal.com/football/england/premier-league-2021-2022/chelsea-manchester-united-zmdU831B/,No,No,Draw,1.0,1.0,0.0,0.0,1.0,1.0,,,,,3.5,3.6,2.05,4.0,2.25,2.62,3.4,2.6,2.3,1.05,11.0,1.25,4.0,1.82,2.08,3.0,1.4,5.5,1.14,11.0,1.05,1.66,2.1,4.33,1.2,3.0,1.36,2.5,1.5,1.72,1.28,1.28,1.44,1.57,1.22,1.52,1.37,1.19
26 Apr 2022,05:00,England,Premier League,2021/2022,Crystal Palace,Leeds,Finished,https://www.oddsportal.com/football/england/premier-league-2021-2022/crystal-palace-leeds-8xMwVmJ6/,No,No,Draw,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2.37,3.5,2.9,3.0,2.2,3.5,2.6,2.5,3.0,1.05,11.0,1.28,3.75,1.92,1.98,3.2,1.36,6.0,1.12,13.0,1.04,1.7,2.05,4.33,1.2,3.25,1.33,1.66,2.1,1.4,1.28,1.53,1.28,1.61,1.36,1.28,1.39,1.37
25 Apr 2022,01:30,England,Premier League,2021/2022,Liverpool,Everton,Finished,https://www.oddsportal.com/football/england/premier-league-2021-2022/everton-liverpool-UiAnTRmJ/,No,No,Home,2.0,0.0,0.0,0.0,2.0,0.0,,,,,1.18,7.0,15.0,1.57,3.0,10.0,1.4,3.5,9.0,1.02,19.0,1.12,6.0,1.44,2.75,2.1,1.72,3.5,1.3,6.0,1.12,2.0,1.75,5.0,1.16,3.75,1.25,1.05,11.0,1.03,1.1,4.5,1.06,1.36,2.25,1.03,1.24,2.74
24 Apr 2022,23:00,England,Premier League,2021/2022,Brighton,Southampton,Finished,https://www.oddsportal.com/football/england/premier-league-2021-2022/brighton-southampton-MLJRXkZm/,No,No,Draw,2.0,2.0,2.0,1.0,0.0,1.0,,,,,2.1,3.3,3.75,2.75,2.1,4.33,2.4,2.37,3.6,1.07,9.0,1.36,3.2,2.1,1.72,4.0,1.25,8.0,1.08,17.0,1.02,1.9,1.9,5.0,1.16,3.5,1.28,1.44,2.62,1.25,1.33,1.66,1.2,1.66,1.4,1.17,1.44,1.47
24 Apr 2022,23:00,England,Premier League,2021/2022,Burnley,Wolves,Finished,https://www.oddsportal.com/football/england/premier-league-2021-2022/burnley-wolves-0CIVW9lf/,No,No,Home,1.0,0.0,0.0,0.0,1.0,0.0,,,,,2.45,3.1,3.1,3.25,1.95,3.75,2.75,2.25,3.25,1.1,7.0,1.44,2.75,2.37,1.57,4.5,1.2,10.0,1.06,21.0,1.01,2.0,1.75,6.0,1.12,4.0,1.22,1.66,2.1,1.36,1.36,1.53,1.25,1.8,1.33,1.2,1.48,1.36
24 Apr 2022,23:00,England,Premier League,2021/2022,Chelsea,West Ham,Finished,https://www.oddsportal.com/football/england/premier-league-2021-2022/chelsea-west-ham-fZHZVT30/,No,No,Home,1.0,0.0,0.0,0.0,1.0,0.0,,,,,1.4,4.75,8.0,1.9,2.4,7.0,1.66,2.87,6.0,1.04,13.0,1.25,4.0,1.8,2.0,3.0,1.4,5.5,1.14,11.0,1.05,1.95,1.8,5.0,1.16,3.5,1.28,1.14,5.5,1.08,1.18,2.75,1.08,1.53,1.8,1.11,1.41,2.1
24 Apr 2022,02:30,England,Premier League,2021/2022,Brentford,Tottenham,Finished,https://www.oddsportal.com/football/england/premier-league-2021-2022/brentford-tottenham-4pPMYVJs/,No,No,Draw,0.0,0.0,0.0,0.0,0.0,0.0,,,,,4.75,3.8,1.7,4.75,2.37,2.25,4.33,2.75,2.0,1.04,13.0,1.22,4.33,1.66,2.2,2.75,1.44,5.0,1.16,10.0,1.06,1.66,2.1,4.0,1.22,3.0,1.36,3.5,1.28,2.1,1.25,1.18,1.57,1.53,1.16,1.73,1.35,1.12
24 Apr 2022,00:00,England,Premier League,2021/2022,Leicester,Aston Villa,Finished,https://www.oddsportal.com/football/england/premier-league-2021-2022/aston-villa-leicester-j1BrU7YC/,No,No,Draw,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2.9,3.3,2.45,3.4,2.2,3.1,3.0,2.5,2.62,1.05,11.0,1.28,3.75,1.95,1.95,3.2,1.36,6.0,1.12,13.0,1.04,1.7,2.05,4.5,1.18,3.25,1.33,2.0,1.72,1.53,1.33,1.4,1.36,1.61,1.3,1.37,1.4,1.28
24 Apr 2022,00:00,England,Premier League,2021/2022,Manchester City,Watford,Finished,https://www.oddsportal.com/football/england/premier-league-2021-2022/manchester-city-watford-dbbUiBQJ/,No,No,Home,5.0,1.0,3.0,1.0,2.0,0.0,,,,,1.1,10.0,23.0,1.4,3.4,15.0,1.25,4.0,13.0,1.01,23.0,1.11,6.5,1.36,3.2,1.9,1.9,3.2,1.36,5.0,1.16,2.5,1.5,6.0,1.12,4.33,1.2,1.02,19.0,1.01,1.06,7.0,1.01,1.3,2.75,1.02,1.18,3.83
24 Apr 2022,00:00,England,Premier League,2021/2022,Norwich,Newcastle,Finished,https://www.oddsportal.com/football/england/premier-league-2021-2022/newcastle-utd-norwich-zkcYjVuQ/,No,No,Away,0.0,3.0,0.0,2.0,0.0,1.0,,,,,3.3,3.4,2.2,3.75,2.1,2.87,3.4,2.4,2.5,1.07,9.0,1.33,3.4,2.1,1.72,3.75,1.28,7.0,1.1,17.0,1.02,1.8,1.95,5.0,1.16,3.5,1.28,2.25,1.57,1.61,1.3,1.33,1.4,1.66,1.25,1.45,1.44,1.2
23 Apr 2022,21:30,England,Premier League,2021/2022,Arsenal,Manchester Utd,Finished,https://www.oddsportal.com/football/england/premier-league-2021-2022/arsenal-manchester-united-2ywewCBQ/,No,No,Home,3.0,1.0,2.0,1.0,1.0,0.0,,,,,2.0,3.6,3.6,2.6,2.25,4.0,2.25,2.6,3.5,1.05,11.0,1.25,4.0,1.8,2.0,3.0,1.4,5.5,1.14,11.0,1.05,1.66,2.1,4.33,1.2,3.0,1.36,1.44,2.62,1.28,1.28,1.72,1.22,1.57,1.5,1.25,1.37,1.43
22 Apr 2022,04:45,England,Premier League,2021/2022,Burnley,Southampton,Finished,https://www.oddsportal.com/football/england/premier-league-2021-2022/burnley-southampton-CzfH0o8b/,No,No,Home,2.0,0.0,2.0,0.0,0.0,0.0,,,,,2.6,3.3,2.75,3.25,2.1,3.25,2.87,2.4,2.87,1.06,10.0,1.28,3.75,1.99,1.91,3.4,1.33,6.0,1.12,13.0,1.04,1.75,2.0,4.5,1.18,3.25,1.33,1.83,1.83,1.4,1.33,1.5,1.33,1.66,1.33,1.27,1.41,1.38
21 Apr 2022,05:00,England,Premier League,2021/2022,Manchester City,Brighton,Finished,https://www.oddsportal.com/football/england/premier-league-2021-2022/brighton-manchester-city-0dnUcqhH/,No,No,Home,3.0,0.0,0.0,0.0,3.0,0.0,,,,,1.22,6.5,13.0,1.61,2.75,10.0,1.44,3.2,9.5,1.03,15.0,1.16,5.0,1.57,2.37,2.37,1.57,4.33,1.22,8.0,1.08,2.2,1.61,5.5,1.14,4.0,1.22,1.06,10.0,1.04,1.11,4.0,1.03,1.4,2.2,1.05,1.33,2.57
21 Apr 2022,04:45,England,Premier League,2021/2022,Chelsea,Arsenal,Finished,https://www.oddsportal.com/football/england/premier-league-2021-2022/arsenal-chelsea-bXkrVY0G/,No,No,Away,2.0,4.0,2.0,2.0,0.0,2.0,,,,,1.9,3.5,4.2,2.6,2.1,4.75,2.25,2.37,4.0,1.07,9.0,1.36,3.2,2.1,1.72,4.0,1.25,8.0,1.08,17.0,1.02,1.95,1.8,5.5,1.14,3.75,1.25,1.36,3.0,1.22,1.28,1.8,1.16,1.66,1.5,1.14,1.44,1.54
21 Apr 2022,04:45,England,Premier League,2021/2022,Newcastle,Crystal Palace,Finished,https://www.oddsportal.com/football/england/premier-league-2021-2022/crystal-palace-newcastle-utd-vmoYd37N/,No,No,Home,1.0,0.0,1.0,0.0,0.0,0.0,,,,,2.2,3.3,3.3,3.0,2.0,4.0,2.5,2.3,3.5,1.08,8.0,1.4,3.0,2.3,1.61,4.33,1.22,9.0,1.07,19.0,1.02,1.95,1.8,5.5,1.14,3.75,1.25,1.57,2.25,1.33,1.33,1.61,1.22,1.72,1.36,1.19,1.47,1.41
21 Apr 2022,04:45,England,Premier League,2021/2022,Everton,Leicester,Finished,https://www.oddsportal.com/football/england/premier-league-2021-2022/everton-leicester-0MoAPc6m/,No,No,Draw,1.0,1.0,0.0,1.0,1.0,0.0,,,,,2.6,3.3,2.7,3.25,2.1,3.4,2.87,2.4,2.87,1.06,10.0,1.3,3.5,2.05,1.85,3.5,1.3,6.5,1.11,15.0,1.03,1.75,2.0,5.0,1.16,3.4,1.3,1.83,1.83,1.44,1.33,1.5,1.3,1.66,1.33,1.25,1.41,1.35
20 Apr 2022,05:00,England,Premier League,2021/2022,Liverpool,Manchester Utd,Finished,https://www.oddsportal.com/football/england/premier-league-2021-2022/liverpool-manchester-united-6ZnQbPxB/,No,No,Home,4.0,0.0,2.0,0.0,2.0,0.0,,,,,1.3,5.75,9.0,1.8,2.75,6.5,1.57,3.2,6.0,1.01,21.0,1.14,5.5,1.44,2.75,2.2,1.66,3.75,1.28,6.5,1.11,1.75,2.0,4.0,1.22,3.0,1.36,1.11,6.5,1.07,1.14,3.4,1.1,1.4,1.9,1.08,1.3,2.23
17 Apr 2022,23:15,England,Premier League,2021/2022,West Ham,Burnley,Finished,https://www.oddsportal.com/football/england/premier-league-2021-2022/burnley-west-ham-ATKmuYtE/,No,No,Draw,1.0,1.0,0.0,1.0,1.0,0.0,,,,,1.75,3.75,4.5,2.37,2.2,4.75,2.05,2.5,4.33,1.05,11.0,1.3,3.5,1.97,1.93,3.4,1.33,6.0,1.12,13.0,1.04,1.8,1.95,5.0,1.16,3.5,1.28,1.33,3.25,1.18,1.25,2.0,1.16,1.61,1.53,1.12,1.41,1.62
17 Apr 2022,23:15,England,Premier League,2021/2022,Newcastle,Leicester,Finished,https://www.oddsportal.com/football/england/premier-league-2021-2022/leicester-newcastle-utd-M7vgJjKf/,No,No,Home,2.0,1.0,1.0,1.0,1.0,0.0,,,,,2.0,3.5,3.6,2.62,2.2,4.0,2.3,2.5,3.6,1.05,11.0,1.28,3.75,1.95,1.95,3.4,1.33,6.0,1.12,13.0,1.04,1.75,2.0,4.5,1.18,3.25,1.33,1.44,2.62,1.28,1.28,1.72,1.22,1.61,1.44,1.2,1.41,1.48
17 Apr 2022,00:00,England,Premier League,2021/2022,Southampton,Arsenal,Finished,https://www.oddsportal.com/football/england/premier-league-2021-2022/arsenal-southampton-0bwcIAZ0/,No,No,Home,1.0,0.0,1.0,0.0,0.0,0.0,,,,,3.8,3.75,1.9,4.33,2.25,2.5,3.75,2.5,2.2,1.05,11.0,1.25,4.0,1.85,2.05,3.0,1.4,5.5,1.14,11.0,1.05,1.75,2.0,4.33,1.2,3.25,1.33,2.75,1.4,1.8,1.25,1.25,1.5,1.57,1.2,1.55,1.39,1.14
17 Apr 2022,00:00,England,Premier League,2021/2022,Watford,Brentford,Finished,https://www.oddsportal.com/football/england/premier-league-2021-2022/brentford-watford-8Ot5Gl4D/,No,No,Away,1.0,2.0,0.0,1.0,1.0,1.0,,,,,2.87,3.3,2.45,3.5,2.1,3.1,3.0,2.4,2.75,1.06,10.0,1.3,3.5,2.05,1.85,3.5,1.3,6.5,1.11,15.0,1.03,1.8,1.95,5.0,1.16,3.4,1.3,2.0,1.72,1.53,1.33,1.4,1.36,1.66,1.28,1.34,1.44,1.28
17 Apr 2022,00:00,England,Premier League,2021/2022,Manchester Utd,Norwich,Finished,https://www.oddsportal.com/football/england/premier-league-2021-2022/manchester-united-norwich-vqklKW4l/,No,No,Home,3.0,2.0,2.0,1.0,1.0,1.0,,,,,1.28,6.0,10.0,1.66,2.87,7.5,1.5,3.25,7.0,1.01,21.0,1.11,6.5,1.4,3.0,2.0,1.8,3.4,1.33,5.5,1.14,1.75,2.0,4.0,1.22,3.25,1.33,1.08,8.0,1.06,1.12,3.5,1.07,1.4,2.1,1.1,1.3,2.42
16 Apr 2022,21:30,England,Premier League,2021/2022,Tottenham,Brighton,Finished,https://www.oddsportal.com/football/england/premier-league-2021-2022/brighton-tottenham-UXs1HUl7/,No,No,Away,0.0,1.0,0.0,0.0,0.0,1.0,,,,,1.5,4.33,5.75,2.05,2.37,6.0,1.8,2.75,5.5,1.04,13.0,1.22,4.33,1.72,2.1,2.75,1.44,5.0,1.16,10.0,1.06,1.9,1.9,5.0,1.16,3.5,1.28,1.2,4.33,1.14,1.2,2.5,1.11,1.53,1.72,1.11,1.38,1.92
11 Apr 2022,01:30,England,Premier League,2021/2022,Manchester City,Liverpool,Finished,https://www.oddsportal.com/football/england/premier-league-2021-2022/liverpool-manchester-city-QLQKIJTq/,No,No,Draw,2.0,2.0,2.0,1.0,0.0,1.0,,,,,1.95,3.75,3.8,2.5,2.25,4.0,2.2,2.6,3.6,1.04,13.0,1.25,4.0,1.8,2.0,3.0,1.4,5.5,1.14,11.0,1.05,1.7,2.05,4.33,1.2,3.25,1.33,1.44,2.62,1.25,1.25,1.8,1.22,1.57,1.5,1.24,1.38,1.46
10 Apr 2022,23:00,England,Premier League,2021/2022,Brentford,West Ham,Finished,https://www.oddsportal.com/football/england/premier-league-2021-2022/brentford-west-ham-GnyoPLjG/,No,No,Home,2.0,0.0,0.0,0.0,2.0,0.0,,,,,2.62,3.25,2.6,3.4,2.1,3.25,2.87,2.37,2.87,1.07,9.0,1.33,3.4,2.1,1.72,3.75,1.28,7.0,1.1,15.0,1.03,1.8,1.95,5.0,1.16,3.5,1.28,1.83,1.83,1.5,1.33,1.44,1.33,1.66,1.3,1.35,1.44,1.27
10 Apr 2022,23:00,England,Premier League,2021/2022,Norwich,Burnley,Finished,https://www.oddsportal.com/football/england/premier-league-2021-2022/burnley-norwich-MmKTGcbd/,No,No,Home,2.0,0.0,1.0,0.0,1.0,0.0,,,,,3.0,3.5,2.3,3.6,2.1,3.0,3.2,2.4,2.6,1.06,10.0,1.33,3.4,2.08,1.82,3.75,1.28,7.0,1.1,15.0,1.03,1.8,1.95,5.0,1.16,3.4,1.3,2.1,1.66,1.57,1.28,1.36,1.36,1.66,1.28,1.37,1.43,1.25
10 Apr 2022,23:00,England,Premier League,2021/2022,Leicester,Crystal Palace,Finished,https://www.oddsportal.com/football/england/premier-league-2021-2022/crystal-palace-leicester-OCvgNaLS/,No,No,Home,2.0,1.0,2.0,0.0,0.0,1.0,,,,,2.4,3.2,3.0,3.1,2.05,3.6,2.75,2.37,3.1,1.07,9.0,1.36,3.2,2.1,1.72,3.75,1.28,8.0,1.08,17.0,1.02,1.8,1.95,5.0,1.16,3.5,1.28,1.66,2.1,1.36,1.36,1.53,1.28,1.72,1.36,1.24,1.46,1.38
10 Apr 2022,02:30,England,Premier League,2021/2022,Aston Villa,Tottenham,Finished,https://www.oddsportal.com/football/england/premier-league-2021-2022/aston-villa-tottenham-YNotQ1yA/,No,No,Away,0.0,4.0,0.0,1.0,0.0,3.0,,,,,3.3,3.4,2.2,3.75,2.2,2.87,3.25,2.5,2.5,1.05,11.0,1.28,3.75,1.92,1.98,3.2,1.36,6.0,1.12,13.0,1.04,1.7,2.05,4.5,1.18,3.25,1.33,2.37,1.53,1.61,1.3,1.33,1.4,1.61,1.25,1.42,1.38,1.23
10 Apr 2022,00:00,England,Premier League,2021/2022,Arsenal,Brighton,Finished,https://www.oddsportal.com/football/england/premier-league-2021-2022/arsenal-brighton-MmrxRsM3/,No,No,Away,1.0,2.0,0.0,1.0,1.0,1.0,,,,,1.57,3.75,6.0,2.25,2.1,6.0,1.9,2.4,5.5,1.07,9.0,1.36,3.2,2.1,1.72,4.0,1.25,8.0,1.08,17.0,1.02,2.1,1.66,6.0,1.12,4.0,1.22,1.22,4.0,1.12,1.25,2.25,1.11,1.66,1.57,1.08,1.44,1.67
10 Apr 2022,00:00,England,Premier League,2021/2022,Southampton,Chelsea,Finished,https://www.oddsportal.com/football/england/premier-league-2021-2022/chelsea-southampton-zi8Busyc/,No,No,Away,0.0,6.0,0.0,4.0,0.0,2.0,,,,,3.6,3.6,2.0,4.0,2.2,2.62,3.6,2.5,2.3,1.05,11.0,1.3,3.5,1.98,1.92,3.4,1.33,6.0,1.12,13.0,1.04,1.75,2.0,4.5,1.18,3.4,1.3,2.62,1.44,1.72,1.28,1.28,1.44,1.61,1.22,1.55,1.47,1.22
10 Apr 2022,00:00,England,Premier League,2021/2022,Watford,Leeds,Finished,https://www.oddsportal.com/football/england/premier-league-2021-2022/leeds-watford-Es7Fv1j3/,No,No,Away,0.0,3.0,0.0,1.0,0.0,2.0,,,,,2.8,3.3,2.55,3.25,2.2,3.1,2.87,2.5,2.75,1.05,11.0,1.25,4.0,1.86,2.04,3.0,1.4,5.5,1.14,11.0,1.05,1.66,2.1,4.5,1.18,3.0,1.36,1.9,1.8,1.5,1.33,1.4,1.36,1.61,1.33,1.37,1.41,1.34
09 Apr 2022,21:30,England,Premier League,2021/2022,Everton,Manchester Utd,Finished,https://www.oddsportal.com/football/england/premier-league-2021-2022/everton-manchester-united-fwzkOu6M/,No,No,Home,1.0,0.0,1.0,0.0,0.0,0.0,,,,,4.0,3.75,1.9,4.33,2.25,2.5,3.75,2.6,2.2,1.05,11.0,1.25,4.0,1.8,2.0,3.0,1.4,5.5,1.14,11.0,1.05,1.7,2.05,4.33,1.2,3.25,1.33,2.75,1.4,1.8,1.25,1.22,1.5,1.57,1.2,1.61,1.44,1.21
09 Apr 2022,05:00,England,Premier League,2021/2022,Newcastle,Wolves,Finished,https://www.oddsportal.com/football/england/premier-league-2021-2022/newcastle-utd-wolves-8pGPHwqj/,No,No,Home,1.0,0.0,0.0,0.0,1.0,0.0,,,,,1.95,3.2,4.33,2.75,2.0,4.75,2.3,2.3,4.0,1.1,7.0,1.44,2.75,2.37,1.57,4.5,1.2,10.0,1.06,21.0,1.01,2.0,1.75,6.0,1.12,4.0,1.22,1.36,3.0,1.2,1.36,1.8,1.16,1.72,1.4,1.17,1.46,1.43
07 Apr 2022,04:30,England,Premier League,2021/2022,Burnley,Everton,Finished,https://www.oddsportal.com/football/england/premier-league-2021-2022/burnley-everton-pYadye5a/,No,No,Home,3.0,2.0,1.0,2.0,2.0,0.0,,,,,2.45,3.1,3.1,3.2,2.0,3.75,2.75,2.3,3.2,1.08,8.0,1.44,2.75,2.3,1.61,4.33,1.22,9.0,1.07,19.0,1.02,1.95,1.8,5.5,1.14,3.75,1.25,1.66,2.1,1.36,1.36,1.53,1.25,1.72,1.36,1.24,1.48,1.32
05 Apr 2022,05:00,England,Premier League,2021/2022,Crystal Palace,Arsenal,Finished,https://www.oddsportal.com/football/england/premier-league-2021-2022/arsenal-crystal-palace-KKL6B2MG/,No,No,Home,3.0,0.0,2.0,0.0,1.0,0.0,,,,,4.0,3.4,1.95,4.5,2.05,2.62,4.0,2.37,2.3,1.07,9.0,1.36,3.2,2.1,1.72,4.0,1.25,8.0,1.08,17.0,1.02,1.95,1.8,5.5,1.14,3.75,1.25,2.75,1.4,1.8,1.3,1.22,1.44,1.72,1.16,1.46,1.46,1.19
04 Apr 2022,01:30,England,Premier League,2021/2022,Tottenham,Newcastle,Finished,https://www.oddsportal.com/football/england/premier-league-2021-2022/newcastle-utd-tottenham-CI0o4KEj/,No,No,Home,5.0,1.0,1.0,1.0,4.0,0.0,,,,,1.53,4.2,6.0,2.1,2.3,5.5,1.83,2.62,5.0,1.04,12.0,1.25,4.0,1.72,2.1,3.0,1.4,5.5,1.14,11.0,1.05,1.8,1.95,4.5,1.18,3.4,1.3,1.2,4.33,1.12,1.22,2.37,1.12,1.57,1.66,1.06,1.34,1.76
03 Apr 2022,23:00,England,Premier League,2021/2022,West Ham,Everton,Finished,https://www.oddsportal.com/football/england/premier-league-2021-2022/everton-west-ham-lzpUS3ii/,No,No,Home,2.0,1.0,1.0,0.0,1.0,1.0,,,,,1.75,3.75,4.75,2.37,2.25,4.75,2.05,2.5,4.33,1.05,11.0,1.28,3.75,1.95,1.95,3.2,1.36,6.0,1.12,13.0,1.04,1.8,1.95,4.5,1.18,3.4,1.3,1.3,3.4,1.18,1.25,2.0,1.16,1.57,1.53,1.16,1.38,1.5
03 Apr 2022,02:30,England,Premier League,2021/2022,Manchester Utd,Leicester,Finished,https://www.oddsportal.com/football/england/premier-league-2021-2022/leicester-manchester-united-YR1s50ap/,No,No,Draw,1.0,1.0,0.0,0.0,1.0,1.0,,,,,1.53,4.33,5.75,2.05,2.5,5.5,1.8,2.87,4.75,1.03,15.0,1.2,4.5,1.61,2.3,2.5,1.53,4.33,1.22,8.0,1.08,1.7,2.05,4.0,1.22,3.0,1.36,1.2,4.33,1.14,1.2,2.37,1.14,1.5,1.72,1.18,1.4,1.9
